Regulating Agency	Water System Number	Water System Name	System Status	Federal Water System Classification	State Water System Classification	Principal County Served	Population Served	Service Connections	PS Code	Sampling Point Name	Facility Type	Facility Status	Sample Type	Sample Date	Sample Time	Analysis Date	ELAP Cert#	Lab Name	Analyte Code	Analyte Name	Result	Counting Error	Units of Measure	Less Than Reporting Level	Reporting Level	DLR	MCL	Method
LPA62 - PLUMAS COUNTY	CA3200175	LA PORTE PINES COUNTRY CLUB	A	NC	NC	PLUMAS	25	1	CA3200175_002_002	UPPER SPRING 02	SP	A	RT	05-27-2025	06:00:00	05-28-2025	1250	YUBA CITY WATER/WASTEWATER LAB	1041	NITRITE			MG/L	Y	0.250000000	.4	1	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_003_003	WELL 9M	WL	A	RT	05-13-2025	10:57:00	05-19-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2941	CHLOROFORM			UG/L	Y	1.000000000	1		EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	06-12-2025	11:25:00	06-26-2025	2670	FGL ENVIRONMENTAL (CHICO)	1920	ODOR			TON	Y	1.000000000		3	SM 2150 B
LPA62 - PLUMAS COUNTY	CA3200219	BREWING LAIR	A	NC	NC	PLUMAS	100	1	CA3200219_001_001	WELL 01 (INSTALLED 2009)	WL	A	RT	05-21-2024	09:30:00	05-21-2024	1677	BASIC LABORATORY (REDDING)	1040	NITRATE			MG/L	Y	0.100000000	.4	10	EPA 300.0
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_014_014	WELL 01	WL	A	RT	04-08-2024	13:40:00	05-06-2024	2698	E.S. BABCOCK & SONS	2822	PERFLUORODECANE SULFONIC ACID 8:2 FTS			NG/L	Y	4.500000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_001_001	WELL 01	WL	A	RT	07-16-2024	12:30:00	07-24-2024	2698	E.S. BABCOCK & SONS	2805	PERFLUOROCTANE SULFONIC ACID (PFOS)			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	06-12-2025	11:28:00	06-24-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_002_002	WELL 02	WL	A	RT	09-29-2025	11:40:00	10-03-2025	2698	E.S. BABCOCK & SONS	2829	PERFLUOROHEPTANESULFONIC ACID (PFHPS)			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200221	SENDERO RANCH	A	NTNC	NTNC	PLUMAS	25	1	CA3200221_001_001	WELL 03	WL	A	RT	05-19-2025	12:00:00	05-27-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2985	1,1,2-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_006_006	WELL 03	WL	A	RT	04-11-2023	12:58:00	04-19-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2941	CHLOROFORM			UG/L	Y	1.000000000	1		EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_003_003	WELL 9M	WL	A	RT	05-13-2025	10:57:00	05-19-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2410	1,1-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	04-08-2024	11:00:00	05-01-2024	2698	E.S. BABCOCK & SONS	2828	PERFLUOROPENTANESULFONIC ACID (PFPES)			NG/L	Y	1.800000000			EPA 533
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:25:00	04-24-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2251	METHYL TERT-BUTYL ETHER			UG/L	Y	3.000000000	3	13	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_014_014	WELL 01	WL	A	RT	07-06-2023	09:24:00	07-19-2023	1677	BASIC LABORATORY (REDDING)	1035	MERCURY			UG/L	Y	0.100000000	1	2	EPA 245.1
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	05-12-2025	13:35:00	05-30-2025	2698	E.S. BABCOCK & SONS	2820	PERFLUOROOCTANE SULFONIC ACID 6:2 FTS			NG/L	Y	4.400000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-20-2024	11:28:00	08-23-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2943	BROMODICHLOROMETHANE			UG/L	Y	1.000000000	1		EPA 524.2
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_DST_801	DBPR Sample	DS	A	RT	09-16-2025	11:11:00	09-24-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2944	DIBROMOCHLOROMETHANE	1		UG/L	N	1.000000000	1		EPA 551.1
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_005_005	CORPORATION YARD WELL - STANDBY	WL	A	RT	05-13-2025	12:30:00	05-30-2025	2698	E.S. BABCOCK & SONS	2814	9CL-PF3ONS			NG/L	Y	1.800000000			EPA 533
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	10-04-2023	11:30:00	10-17-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1017	CHLORIDE			MG/L	Y	1.000000000		500	EPA 300.0
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1010	BARIUM			UG/L	Y	100.000000000	100	1000	EPA 200.8
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_004_004	WELL 02	WL	A	RT	06-13-2024	11:30:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2418	1,2,4-TRIMETHYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200134	BLAIRSDEN WATER USERS ASSN	A	C	C	PLUMAS	200	50	CA3200134_001_001	SPRING 01	SP	A	RT	08-08-2023	08:20:00	08-15-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2030	P-ISOPROPYLTOLUENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205007	PNF SPANISH CREEK CG	A	NC	NC	PLUMAS	30	1	CA3205007_001_001	WELL 01	WL	A	RT	06-11-2023	18:30:00	06-12-2023	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1040	NITRATE			MG/L	Y	0.040000000	.4	10	EPA 300.0
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_001_001	CLAREMONT SPRINGS	SP	A	RT	01-02-2024	09:20:00	01-04-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2979	TRANS-1,2-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	10	EPA 524.2
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_001_001	SCHUMAKER SPRINGS	SP	A	RT	07-10-2024	11:02:00	07-16-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2985	1,1,2-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_DST_801	DBPR Sample	DS	A	RT	09-09-2024	10:09:00	09-14-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2453	MONOBROMOACETIC ACID			UG/L	Y	1.000000000	1		EPA 552.3
LPA62 - PLUMAS COUNTY	CA3200150	HAMILTON BRANCH MWC	I	C	C	PLUMAS	250	113	CA3200150_001_001	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2979	TRANS-1,2-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	10	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-20-2024	11:28:00	08-23-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2985	1,1,2-TRICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200704	LNF ALMANOR CG	A	NC	NC	PLUMAS	50	40	CA3200704_001_001	WELL 01	WL	A	RT	08-23-2023	09:26:00	09-05-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1927	ALKALINITY, TOTAL	100		MG/L	N	10.000000000			SM 2320 B
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	01-23-2024	11:45:00	01-29-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	94.3		UG/L	N	0.500000000		50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_004_004	WELL 04	WL	A	RT	07-16-2024	11:10:00	07-27-2024	2698	E.S. BABCOCK & SONS	2825	PERFLUORO PFMBA			NG/L	Y	2.000000000			EPA 533
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_DST_LCR	LCR Tap Sample	DS	A	RT	06-24-2024	07:52:00	07-11-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_001_001	WELL 01	WL	A	RT	03-21-2023	11:25:00	03-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1045	SELENIUM			UG/L	Y	5.000000000	5	50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_008_008	WELL 37 (INSTALLED 2019)	WL	A	RT	05-13-2025	10:20:00	06-02-2025	2698	E.S. BABCOCK & SONS	2824	PERFLUOROPENTANOIC ACID (PFPEA)			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_DST_LCR	LCR Tap Sample	DS	A	RT	08-15-2023	06:34:00	08-29-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_004_004	WELL 29A (REPLACED WELL 29 IN 2007)	WL	A	RT	08-29-2023	11:55:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2422	N-BUTYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	07-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2416	2,2-DICHLOROPROPANE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_005_005	WELL 07	WL	A	RT	06-05-2025	08:00:00	06-10-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_002_002	WELL 17 (INSTALLED 1997)	WL	A	RT	08-29-2023	11:15:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2969	P-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_004_004	WELL 29A (REPLACED WELL 29 IN 2007)	WL	A	RT	08-29-2023	11:55:00	09-15-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1015	CADMIUM			UG/L	Y	1.000000000	1	5	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200134	BLAIRSDEN WATER USERS ASSN	A	C	C	PLUMAS	200	50	CA3200134_DST_LCR	LCR Tap Sample	DS	A	RT	08-15-2023	05:00:00	08-29-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1022	COPPER, FREE	160		UG/L	N	50.000000000	50		EPA 200.7
LPA62 - PLUMAS COUNTY	CA3200078	FRCCSD OLD MILL RANCH	A	C	C	PLUMAS	32	36	CA3200078_003_003	WELL 01 (INSTALLED 2008)	WL	A	RT	10-09-2024	10:15:00	11-13-2024	2698	E.S. BABCOCK & SONS	2813	11CL-PF3OUDS			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200114	EVERGREEN MOTEL & MHP	A	C	C	PLUMAS	28	40	CA3200114_001_001	WELL 01	WL	A	RT	03-06-2025	12:50:00	03-18-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1074	ANTIMONY, TOTAL			UG/L	Y	6.000000000	6	6	EPA 200.8
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_004_004	WELL 1 - RAW	WL	A	RT	04-17-2024	11:45:00	05-16-2024	2698	E.S. BABCOCK & SONS	2827	NONAFLUORO NFDHA			NG/L	Y	1.700000000			EPA 533
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	07-24-2024	10:45:00	07-30-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	93.6		UG/L	N	0.500000000		50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200195	GREENHAVEN HOA	A	C	C	PLUMAS	38	18	CA3200195_001_001	WELL 01	WL	A	RT	12-26-2023	08:50:00	12-30-2023	2813	EUROFINS EATON ANALYTICAL POMONA	2224	TRANS-1,3-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_001_001	CLAREMONT SPRINGS	SP	A	RT	08-01-2023	10:28:00	08-21-2023	1677	BASIC LABORATORY (REDDING)	1052	SODIUM	2.4		MG/L	N	1.000000000			EPA 200.7
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_016_016	WELL 04	WL	A	RT	07-06-2023	09:31:00	07-13-2023	1677	BASIC LABORATORY (REDDING)	1929	ALKALINITY, CARBONATE			MG/L	Y	5.000000000			SM 2320 B
LPA62 - PLUMAS COUNTY	CA3200195	GREENHAVEN HOA	A	C	C	PLUMAS	38	18	CA3200195_001_001	WELL 01	WL	A	RT	12-26-2023	08:50:00	12-30-2023	2813	EUROFINS EATON ANALYTICAL POMONA	2994	ISOPROPYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_002_002	WELL 01B	WL	A	RT	10-04-2023	11:30:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2998	N-PROPYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_002_002	WELL 17 (INSTALLED 1997)	WL	A	RT	08-29-2023	11:15:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2998	N-PROPYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_DST_900	DBPR Sample	DS	A	RT	08-15-2023	12:50:00	08-29-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2943	BROMODICHLOROMETHANE	1		UG/L	N	1.000000000	1		EPA 551.1
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_006_006	WELL 03	WL	A	RT	04-11-2023	12:58:00	04-19-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2963	XYLENE, META AND PARA	1.6		UG/L	N	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	12-10-2024	11:03:00	12-31-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4006	COMBINED URANIUM	11	0.000	PCI/L	N	1.000000000	1	20	EPA 200.8
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	10-04-2023	11:00:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2996	STYRENE			UG/L	Y	0.500000000	.5	100	EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	08-27-2024	10:24:00	08-29-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1005	ARSENIC	10		UG/L	N	2.000000000	2	10	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_003_003	WELL 03	WL	A	RT	07-16-2024	10:30:00	07-29-2024	2698	E.S. BABCOCK & SONS	C297	ADSORBABLE ORGANIC FLUORINE			NG/L	Y	800.000000000			EPA 1621M
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_002_002	WELL 02	WL	A	RT	07-23-2024	10:11:00	08-01-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2942	BROMOFORM			UG/L	Y	1.000000000	1		EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	07-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2410	1,1-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200038	PNF COTTONWOOD CG / FRENCHMAN ADMIN	A	NC	NC	PLUMAS	40	2	CA3200038_001_001	WELL 01	WL	A	RT	07-12-2023	10:45:00	07-13-2023	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1041	NITRITE			MG/L	Y	0.040000000	.4	1	EPA 300.0
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_004_004	WELL 03	WL	A	RT	10-04-2023	11:00:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2424	1,3,5-TRIMETHYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3200107	GRIZZLY LAKE CSD-CROCKER/WELCH	A	C	C	PLUMAS	215	73	CA3200107_002_002	CROCKER MOUNTAIN WELL	WL	A	RT	06-25-2024	12:30:00	07-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1074	ANTIMONY, TOTAL			UG/L	Y	6.000000000	6	6	EPA 200.8
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_008_008	WELL 03 - COBURN	WL	A	RT	04-08-2024	08:50:00	05-01-2024	2698	E.S. BABCOCK & SONS	2820	PERFLUOROOCTANE SULFONIC ACID 6:2 FTS			NG/L	Y	4.400000000			EPA 533
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1085	THALLIUM, TOTAL			UG/L	Y	1.000000000	1	2	EPA 200.8
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_015_015	WELL 02	WL	A	RT	07-06-2023	09:16:00	07-13-2023	1677	BASIC LABORATORY (REDDING)	1928	ALKALINITY, BICARBONATE	70		MG/L	N	5.000000000			SM 2320 B
LPA62 - PLUMAS COUNTY	CA3200062	VAGABOND RESORT	A	NC	NC	PLUMAS	25	1	CA3200062_001_001	WELL 01	WL	A	RT	05-31-2023	12:45:00	06-09-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_002_002	WELL 3P2	WL	A	RT	07-15-2025	10:48:00	07-30-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	527		UG/L	N	3.000000000		50	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	09-04-2025	12:06:00	09-17-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	4006	COMBINED URANIUM	13.4	0.000	PCI/L	N	1.000000000	1	20	EPA 200.8
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	06-11-2025	09:08:00	06-13-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3200150	HAMILTON BRANCH MWC	I	C	C	PLUMAS	250	113	CA3200150_002_002	WELL 02	WL	A	RT	06-13-2024	11:30:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2968	O-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	600	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	07-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2984	TRICHLOROETHYLENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_001_001	WELL 01	WL	A	RT	03-21-2023	11:25:00	03-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2420	1,2,3-TRICHLOROBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_DST_802	DBPR Sample	DS	A	RT	11-25-2025	08:55:00	12-09-2025	1132	WECK LABORATORIES	2453	MONOBROMOACETIC ACID			UG/L	Y	1.000000000	1		EPA 557
LPA62 - PLUMAS COUNTY	CA3200078	FRCCSD OLD MILL RANCH	A	C	C	PLUMAS	32	36	CA3200078_DST_LCR	LCR Tap Sample	DS	A	RT	08-24-2024	08:12:00	09-12-2024	1677	BASIC LABORATORY (REDDING)	1030	LEAD	0.92		UG/L	N	0.500000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_006_006	WELL 03	WL	A	RT	04-11-2023	12:58:00	04-19-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	05-12-2025	13:35:00	05-30-2025	2698	E.S. BABCOCK & SONS	2802	PERFLUOROHEPTANOIC ACID (PFHPA)			NG/L	Y	1.700000000			EPA 533
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_001_001	WELL 03	WL	A	RT	09-20-2023	09:52:00	09-28-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1055	SULFATE			MG/L	Y	0.500000000		500	EPA 300.0
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_014_014	WELL 01	WL	A	RT	04-08-2024	13:40:00	05-06-2024	2698	E.S. BABCOCK & SONS	2815	ADONA			NG/L	Y	1.800000000			EPA 533
